abszolutizmus,9,2,1,3,0,1,1
abszolutórium,9,2,1,2,2,1,8
abszolvál,9,1,1,10,0,1,1
abszorpció,9,2,1,3,3,2,8
absztinens,9,32,1,34,4,4,8
absztrakció,9,2,1,3,3,2,8
absztrakt,9,3,1,0,41,1,0
abszurd,9,3,1,10,0,0,0
abszurdum,9,2,1,2,2,1,8
acél,1,2,1,3,2,21,0
acélhengermű,3,2,99,4,4,4,0
acélipar,2,2,1,3,22,2,0
acélkék,2,3,1,0,7,0,0
acélkohó,2,2,1,3,3,2,1
acélmetszet,2,2,1,4,4,4,1
acélmű,2,2,99,4,4,4,0
acélos,1,3,1,0,1,1,1
acélosodik,1,1,31,30,0,0,1
acéloz,1,1,18,30,0,1,1
acélrugó,2,2,1,3,3,2,1
acetilén,1,2,1,3,0,5,0
achát,1,2,1,2,2,2,0
ács,1,2,1,2,2,1,0
acsarkodik,1,1,31,10,0,3,1
acsarog,1,1,8,10,0,0,1
ácsceruza,2,2,2,3,3,2,0
ácsi,1,11,0,0,0,0,9
ácsingózik,1,1,61,30,0,3,1
ácskapocs,2,2,5,2,2,1,0
ácsmester,2,2,1,3,4,4,0
ácsmunka,2,2,2,3,3,2,0
ácsol,1,1,1,10,0,1,1
ácsolás,1,2,1,3,22,1,1
ácsolat,1,2,1,2,2,1,1
ácsorog,1,1,8,10,0,0,1
ad,1,00K,0,0,0,0,0
ad,1,1,7,10,4,1,0
adag,1,2,1,2,2,2,9
adagol,1,1,1,10,0,1,1
adagoló,1,32,1,3,3,2,1
adakozás,1,2,1,3,2,1,1
adakozik,1,1,38,10,0,3,1
adakozó,1,32,1,3,3,2,1
adalék,1,2,1,2,2,1,1
ádámcsutka,2,2,2,3,3,2,0
ádámkosztüm,2,2,1,5,55,55,0
adandó,1,3,1,10,0,0,1
adás,1,2,1,3,2,1,1
adásvétel,2,2,1,3,4,4,3
adásvételi,2,3,1,0,88,0,3
adás-vevés,2,2,1,3,0,4,3
adásszünet,2,2,1,4,4,4,3
adat,1,2,1,2,2,1,1
adat,1,1,16,10,4,1,1
adatgyűjtés,2,2,1,3,4,4,3
adathalmaz,2,2,1,3,2,1,2
adatik,1,1,51,10,0,4,1
adatszolgáltatás,2,2,1,3,2,1,3
adattár,2,2,1,1,1,1,2
ádáz,1,3,1,0,41,1,0
addig,1,56,0,0,0,0,9
addig-addig,2,6,0,0,0,0,9
addigi,1,3,1,0,0,0,1
addiglan,1,6,0,0,0,0,1
adekvát,9,3,1,0,1,0,0
adjisten,2,2,1,3,4,4,9
adjonisten,2,2,1,3,4,4,9
adjunktus,9,2,1,3,2,1,8
adjusztál,9,1,1,10,0,1,1
adjutáns,9,2,1,3,2,1,8
adminisztráció,9,2,1,3,3,2,8
adminisztrál,9,1,1,30,0,1,1
adminisztratív,9,3,1,0,0,0,8
adminisztrátor,9,2,1,3,2,1,8
admirális,9,2,1,3,2,1,8
adó,1,32,1,3,3,2,1
adó,1,2,16,3,3,2,1
adóalany,2,2,1,3,2,1,2
adóalap,2,2,1,2,2,2,2
adóállomás,2,2,1,3,2,1,3
adóbehajtás,7,2,1,3,2,1,3
adóbélyeg,2,2,1,4,4,4,2
adóberendezés,7,2,1,3,4,4,3
adóbérlô,2,2,1,3,3,5,3
adóbevallás,7,2,1,3,2,1,3
adócsalás,2,2,1,3,2,1,3
adócsô,2,2,8,4,4,4,0
adódik,1,1,31,10,0,0,1
adóelengedés,7,2,1,3,4,4,3
adóellenôr,3,2,1,3,5,4,2
adóeltitkolás,7,2,1,3,2,1,3
adófelszólamlás,7,2,1,3,2,1,3
adófizetés,2,2,1,3,4,4,3
adófizetô,2,32,1,3,3,5,3
adófôkönyv,3,2,1,4,4,4,2
adóforrás,2,2,1,3,2,1,3
adogat,1,1,16,10,0,1,1
adogató,1,32,1,3,3,2,1
adóhátralék,2,2,1,2,2,2,3
adóhivatal,2,2,1,3,2,1,3
adóhivatalnok,2,2,1,2,2,1,3
adóintés,2,2,1,3,4,4,3
adóív,2,2,1,4,4,4,2
adójövedelem,2,2,5,4,4,4,3
adókedvezmény,2,2,1,3,4,4,3
adókészülék,2,2,1,4,4,4,3
adókivetés,7,2,1,3,4,4,3
adókönyv,2,2,1,4,4,4,2
adóköteles,2,32,1,3,4,4,3
adókulcs,2,2,1,2,2,1,2
adólámpa,2,2,2,3,3,2,2
adoma,1,2,2,3,3,2,0
adomány,1,2,1,3,2,1,1
adománybirtok,2,2,1,2,2,1,3
adománylevél,2,2,3,4,4,4,2
adományos,1,32,1,3,2,1,1
adományoz,1,1,18,10,4,1,1
adomás,1,3,1,0,1,1,1
adomázik,1,1,61,50,0,0,1
adómentes,2,3,1,20,0,0,3
adómorál,2,2,1,3,2,2,2
adónem,2,2,1,4,4,4,2
adóösszeírás,7,2,1,3,2,1,3
adópénztár,2,2,1,3,12,1,2
adóprés,2,2,1,3,4,4,2
adoptál,9,1,1,10,0,1,1
adórendszer,3,2,1,3,4,4,3
adós,1,23,1,3,2,1,1
adóslevél,2,2,3,4,4,4,2
adósság,1,2,1,2,2,1,1
adószedés,2,2,1,3,4,4,3
adószedô,2,2,1,3,3,5,3
adótárgy,2,2,1,1,1,1,2
adótartozás,2,2,1,3,2,1,3
adóteher,2,2,99,4,4,4,2
adótiszt,2,2,1,4,4,5,2
adott,1,3,1,0,0,0,1
adottság,1,2,1,2,2,1,1
adóügy,2,2,1,4,4,4,2
adóügyi,2,3,1,0,0,0,3
adóvégrehajtó,3,2,1,3,3,2,3
adó-vevô,2,32,1,3,3,5,3
adózás,1,2,1,3,2,1,1
adózik,1,1,61,50,0,0,1
adózó,1,32,1,3,3,2,1
adóztat,1,1,16,10,0,1,1
adresz,9,2,1,3,4,4,0
adresszál,9,1,1,30,0,1,1
adta,1,3A2,2,3,3,2,9
adta-teremtette,2,10,0,0,0,0,9
adtáz,1,1,18,50,0,0,9
adu,1,2,1,3,3,2,0
aduttoz,1,1,18,10,0,0,1
advent,9,2,1,42,42,52,0
adventi,9,3,1,10,0,0,1
adventista,9,32,2,3,3,2,1
ad-vesz,2,1,99,0,0,0,0
aerodinamika,2,2,2,3,33,2,8
aeroplán,9,2,1,3,2,2,0
afelôl,2,6,0,0,0,0,9
affektáció,9,2,1,3,0,2,8
affektál,9,1,1,30,0,0,1
affektív,9,3,1,0,7,3,8
affektus,9,2,1,3,2,1,8
afféle,1,5,2,3,33,55,1
affér,1,2,1,3,42,52,0
affinitás,1,2,1,3,0,1,8
áfium,1,2,1,2,22,1,8
áfonya,1,2,2,3,33,2,0
aforizma,9,2,2,3,3,2,0
afrik,1,2,1,2,2,2,0
afrikai,1,32,1,3,1,2,1
ág,1,2,1,1,1,1,0
aga,1,2,2,3,3,2,0
ágál,1,1,1,10,0,0,1
agancs,1,2,1,2,2,1,1
agancsos,1,32,1,3,2,1,1
agár,1,2,31,13,1,1,0
agarász,1,2,1,3,2,1,1
agarászik,1,1,57,50,0,0,1
ágas,1,32,1,3,2,1,1
ágas-bogas,2,3,1,0,1,1,3
ágasfa,2,2,2,3,3,2,2
ágaskodik,1,1,31,10,0,0,1
agavé,1,2,1,3,3,52,8
ágaz,1,1,18,10,0,1,1
ágazat,1,2,1,2,2,12,1
ágazatos,1,3,1,10,0,0,1
ágazik,1,0M1,84,10,0,0,1
ágbog,2,2,1,99,99,99,0
ágbogas,2,3,1,0,1,1,1
ágenda,1,2,2,3,33,2,0
ágens,1,2,1,34,4,4,8
ágfa,2,2,2,3,3,2,0
ágfűrész,2,2,1,3,4,4,0
agg,1,132,1,2,2,22,0
agg,1,1,9,10,0,0,0
aggály,1,2,1,3,2,1,1
aggályos,1,3,1,0,1,0,1
aggályoskodik,1,1,31,10,0,0,1
aggastyán,1,2,1,3,2,2,0
aggaszt,1,1,14,10,0,1,1
aggat,1,1,16,10,0,1,1
aggaték,1,2,1,2,22,12,1
aggkor,2,2,1,3,0,1,0
agglegény,2,2,1,3,4,4,0
agglegényadó,3,2,1,3,3,2,1
aggodalmas,1,3,1,0,1,1,1
aggodalmaskodik,1,1,31,10,0,0,1
aggodalom,1,2,5,1,1,1,1
aggódás,1,2,1,3,22,1,1
aggódik,1,1,31,10,0,0,1
aggófű,2,2,8,4,4,4,2
aggóskodik,1,1,31,10,0,0,1
aggott,1,3,1,0,1,1,1
aggság,1,2,1,2,0,1,1
aggság,1,2,1,2,2,1,1
aggszűz,2,2,3,4,4,4,0
ági,1,3,1,10,0,0,1
agilis,1,3,1,0,1,1,8
agitáció,1,2,1,3,33,2,8
agitációs,1,32,1,3,2,1,1
agitál,1,1,1,30,0,1,1
agitátor,1,2,1,3,2,1,8
agnoszkál,9,1,1,10,0,1,1
agnoszticizmus,9,2,1,3,0,1,1
agnosztikus,9,32,1,3,2,1,8
agónia,1,2,2,3,0,2,8
agonizál,1,0N1,1,30,0,0,1
agrár,1,3,1,10,0,0,0
agrárállam,2,2,1,2,2,1,9
agráregyetem,2,2,1,4,4,4,0
agrárkapitalizmus,2,2,1,3,2,1,1
agrárkérdés,2,2,1,3,0,4,1
agrárolló,2,2,1,3,3,2,0
agrárpárt,2,2,1,2,2,2,0
agrárpolitika,2,2,2,3,3,2,8
agrárproletár,2,2,1,3,2,2,0
agrárszocialista,2,23,2,3,3,2,1
agrárszocializmus,2,2,1,3,2,1,1
agrártudomány,2,2,1,3,2,1,1
agrárválság,2,2,1,2,2,1,1
agresszió,9,2,1,3,33,2,8
agresszív,9,3,1,0,71,31,8
agresszor,9,2,1,3,2,1,8
agrobiológia,2,2,2,3,33,2,8
agrokémia,2,2,2,3,33,2,8
ágrólszakadt,2,32,1,1,1,2,9
agronómus,1,2,1,3,2,1,8
agrotechnika,2,2,2,3,33,2,8
ágseprű,2,2,1,3,3,5,1
agy,1,2,1,1,11,1,0
ágy,1,2,1,1,1,1,0
agyabugyál,1,1,1,10,0,1,9
agyafúrt,2,3,1,0,1,1,9
agyag,1,2,1,2,2,2,0
agyagáru,2,2,1,3,3,2,0
agyaggalamb,2,2,1,2,2,2,0
agyagipar,2,2,1,3,22,1,0
agyagminta,2,2,2,3,3,2,0
agyagos,1,3,1,0,1,1,1
agyal,1,1,1,10,0,1,1
ágyal,1,1,1,10,0,0,1
agyalágyult,2,3,1,10,0,0,9
agyar,1,2,1,31,2,1,0
agyarkodik,1,1,31,10,0,3,1
ágyas,1,32,1,3,2,1,1
ágyás,1,2,1,3,2,1,1
ágyasház,2,2,1,1,1,1,2
ágyaz,1,1,18,10,0,0,1
ágyazás,1,2,1,3,22,1,1
ágyazat,1,2,1,2,2,1,1
agyba-fôbe,2,6,0,0,0,0,9
agybaj,2,2,1,3,2,1,0
agybarázda,2,2,2,3,3,2,0
ágybeli,1,2,1,3,3,5,1
ágybetét,7,2,1,4,4,5,1
ágybontás,2,2,1,3,0,1,1
agyburok,2,2,5,2,2,1,0
agydaganat,2,2,1,2,2,12,1
ágydeszka,2,2,2,3,3,2,0
ágyék,1,2,1,2,2,1,0
ágyékkendô,2,2,1,3,3,5,0
ágyékzsába,2,2,2,3,3,2,0
ágyelô,2,2,1,3,3,5,1
agy-érelmeszesedés,8,2,1,3,4,4,1
ágyfej,2,2,1,4,4,99,0
agyhártya,2,2,2,3,3,2,0
agyhártyagyulladás,3,2,1,3,22,1,1
ágyhuzat,2,2,1,2,2,1,1
ágykabát,2,2,1,2,2,2,0
agykéreg,2,2,5,4,4,4,0
agykoponya,2,2,2,3,3,2,0
ágyláb,2,2,1,1,1,1,0
agylágyulás,2,2,1,3,0,1,1
agylékelés,2,2,1,3,4,4,1
ágymelegítô,2,32,1,3,3,5,1
agymunka,2,2,2,3,3,2,0
agyműködés,2,2,1,3,0,4,1
ágynemű,1,2,1,3,3,5,1
agyon,1,7,0,0,0,0,9
agyonbeszél,6,1,1,20,0,1,9
agyoncsap,6,1,7,10,0,1,9
agyoncsépelt,6,3,1,0,0,3,9
agyoncsigáz,6,1,18,30,0,1,9
agyondicsér,6,1,1,20,0,1,9
agyondolgoztat,6,1,16,10,0,1,9
agyondolgozza magát,7,0,99,0,0,0,9
agyongázol,6,1,1,10,0,1,9
agyonhajszol,6,1,1,10,0,1,9
agyonhallgat,6,1,16,10,0,1,9
agyonkínoz,6,1,19,30,0,1,9
agyonlô,6,1,24,20,0,1,9
agyonrúg,6,1,7,10,0,1,9
agyonsújt,6,1,13,10,5,1,9
agyonszorít,6,1,12,30,0,1,9
agyonszúr,6,1,1,10,5,1,9
agyontapos,6,1,17,10,0,1,9
agyonüt,6,1,23,20,0,1,9
agyonvág,6,1,7,10,0,1,9
agyonver,6,1,1,20,0,1,9
agyonzúz,6,1,18,10,0,1,9
agyonnyom,6,1,7,10,0,1,9
ágyrajáró,2,2,1,3,3,2,9
agyrázkódás,2,2,1,3,22,1,1
agyrém,2,2,1,4,4,4,0
agyszélhűdés,2,2,1,3,4,4,1
agyszülemény,2,2,1,3,4,4,1
ágytakaró,2,2,1,3,3,2,1
ágytál,2,2,1,1,1,1,0
ágytárs,2,2,1,1,1,1,0
agytekervény,2,2,1,3,4,4,1
ágyterítô,2,2,1,3,3,5,1
ágytoll,2,2,1,1,1,1,0
agytröszt,2,2,1,5,5,5,0
ágyú,1,2,1,3,3,2,0
ágyúállás,2,2,1,3,2,1,1
ágyúcsô,2,2,8,4,4,4,0
ágyúdörgés,2,2,1,3,4,4,1
ágyúgolyó,2,2,1,3,3,2,0
ágyúharc,2,2,1,2,2,1,0
ágyúlövés,2,2,1,3,4,4,1
ágyúnaszád,2,2,1,2,2,2,0
ágyús,1,32,1,3,2,1,1
ágyúszó,2,2,19,3,1,1,0
ágyútaliga,2,2,2,3,3,2,0
ágyútalp,2,2,1,1,1,1,0
ágyútorok,2,2,5,2,2,1,0
ágyútöltelék,2,2,1,4,4,4,1
ágyútűz,2,2,3,4,4,4,0
ágyúüteg,2,2,1,4,4,4,1
ágyúz,1,1,18,10,0,1,1
agyvelô,2,2,6,3,3,5,0
agyvelôgyulladás,3,2,1,3,2,1,1
agyvérszegénység,3,2,1,4,44,4,1
agyvértolulás,3,2,1,3,22,1,1
agyvérzés,2,2,1,3,4,4,1
agyvízkór,3,2,1,3,22,2,0
ah,1,0A2,1,22,22,22,0
áh,1,10,0,0,0,0,0
áh,1,10,0,0,0,0,0
aha,1,11,0,0,0,0,0
aha,1,10,0,0,0,0,0
áhá,1,10,0,0,0,0,0
ahajt,1,6,0,0,0,0,9
ahán,1,10,0,0,0,0,9
ahány,2,5,1,11,0,0,0
ahányadik,2,5,1,1,11,0,1
ahányadszor,2,6,0,0,0,0,9
ahányféle,2,5,2,3,3,55,1
ahelyett,2,6,0,0,0,0,9
ahhoz,1,5,0,0,0,0,9
áhít,1,1,12,30,0,1,1
áhítat,1,2,1,2,2,1,1
áhítatos,1,3,1,0,1,1,1
áhítatoskodik,1,1,31,30,0,0,1
áhítatosság,1,2,1,2,2,1,1
áhított,1,3,1,0,0,1,1
áhítozik,1,1,61,70,0,1,1
ahogy,2,6,0,0,0,0,0
ahogyan,2,6,0,0,0,0,9
ahol,2,6,0,0,0,0,0
ahol,2,6,0,0,0,0,0
ahonnan,2,6,0,0,0,0,9
ahonnét,2,6,0,0,0,0,9
ahova,2,6,0,0,0,0,9
aisz,1,2,1,3,2,1,0
aj,1,10,0,0,0,0,0
áj,1,10,0,0,0,0,0
ajaj,2,10,0,0,0,0,0
ajak,1,2,5,1,1,1,0
ajakbiggyesztés,2,2,1,3,4,4,1
ajakhang,2,2,1,2,2,2,0
ajakír,2,2,1,3,22,2,0
ajakkerekítés,2,2,1,3,4,4,1
ajakos,1,32,1,33,2,11,1
ajakpirosító,2,2,1,3,3,2,1
ajakrúzs,2,2,1,3,2,1,0
ajaksíp,2,2,1,2,2,2,0
ajándék,1,2,1,2,2,1,1
ajándékcsomag,2,2,1,2,2,2,2
ajándékkönyv,2,2,1,4,4,4,2
ajándékműsor,3,2,1,3,2,1,2
ajándékoz,1,1,18,30,4,1,1
ajándékozás,1,2,1,3,22,1,1
ajándéktárgy,2,2,1,1,1,1,2
ajánl,1,1,4,10,4,1,0
ajánlás,1,2,1,3,2,1,1
ajánlat,1,2,1,2,2,1,1
ajánlatos,1,3,1,0,1,1,1
ajánlattevô,2,32,1,3,3,5,3
ajánlgat,1,1,16,10,0,1,1
ajánlkozik,1,1,84,10,0,3,1
ajánló,1,32,1,3,3,2,1
ajánlólevél,2,2,3,4,4,4,2
ajánlott,1,32,1,1,1,2,1
ájer,1,2,1,3,44,44,8
ajjaj,2,10,0,0,0,0,0
ajkú,1,32,99,0,1,0,1
ajnároz,1,1,18,10,0,1,1
ajnye,1,10,0,0,0,0,0
ajóka,1,2,2,3,3,2,0
ajókagyűrű,2,2,1,3,33,5,0
ájtatos,1,3,1,0,1,1,1
ájtatoskodik,1,1,31,10,0,0,1
ájtatosság,1,2,1,2,2,1,1
ajtó,1,2,61,3,3,2,0
ajtóbélés,2,2,1,3,4,4,1
ajtócsukó,2,32,1,3,3,2,1
ajtófélfa,3,2,2,3,3,2,0
ajtóhasadék,2,2,1,2,2,1,1
ajtókeret,2,2,1,4,4,45,1
ajtókopogtató,2,2,1,3,3,2,1
ajtókulcs,2,2,1,2,2,1,0
ajtómélyedés,2,2,1,3,4,4,1
ajtónálló,2,32,1,3,3,2,9
ajtónyílás,2,2,1,3,2,1,1
ajtórés,2,2,1,3,4,4,0
ajtós,1,3,1,0,0,0,1
ajtósarok,2,2,5,2,2,1,0
ajtószám,2,2,1,2,2,1,0
ajtószárfa,3,2,2,3,3,2,0
ajtószárny,2,2,1,1,1,1,0
ajtótok,2,2,1,2,2,2,0
ajtóvasalás,2,2,1,3,2,1,1
ajtóvédű,2,2,1,3,3,5,1
ajtózseb,2,2,1,4,4,4,0
ájul,1,1,1,10,0,0,0
ájulás,1,2,1,3,2,1,1
ájulat,1,2,1,2,0,1,1
ájuldozik,1,1,61,50,0,0,1
ájult,1,3,1,0,1,1,1
ájultság,1,2,1,2,0,1,1
akác,1,2,1,2,2,1,0
akácerdô,2,2,6,3,3,5,0
akácfa,2,2,2,3,3,2,0
akácméz,2,2,1,4,44,4,0
akácos,1,32,1,3,2,1,1
akácvirág,2,2,1,2,2,1,0
akácsor,2,2,1,3,2,1,0
akad,1,1,1,10,0,3,1
akadály,1,2,1,3,2,1,1
akadályfutás,2,2,1,3,22,1,3
akadályoz,1,1,18,10,0,1,1
akadályoztatás,1,2,1,3,0,1,1
akadálytalan,1,3,1,0,4,0,1
akadályverseny,2,2,1,3,4,4,2
akadék,1,2,1,2,2,21,1
akadékos,1,3,1,0,1,1,1
akadékoskodik,1,1,31,30,0,0,1
akadémia,1,2,2,3,3,2,8
akadémikus,1,32,1,3,2,1,8
akadémista,1,2,2,3,3,2,1
akadozik,1,1,61,50,0,0,1
akantusz,1,2,1,3,2,1,8
akar,1,1,1,10,0,1,0
akár,1,69,0,0,0,0,0
akarás,1,2,1,3,22,1,1
akarat,1,2,1,2,22,12,1
akaraterô,2,2,6,3,3,5,2
akaratgyengeség,2,2,1,4,44,4,3
akarathiány,2,2,1,3,22,1,2
akarati,1,3,1,10,0,0,1
akaratlan,1,3,1,0,4,1,1
akaratnyilvánítás,2,2,1,3,2,1,3
akaratos,1,3,1,0,1,1,1
akaratoskodik,1,1,31,10,0,0,1
akaratszabadság,2,2,1,2,2,1,3
akarattalan,1,3,1,0,4,1,1
akárcsak,2,9,0,0,0,0,0
akárha,2,9,0,0,0,0,0
akárhány,2,5,1,1,0,0,0
akárhányadik,2,5,1,1,11,22,1
akárhányféle,2,5,2,3,3,55,1
akárhányszor,2,5,0,0,0,0,9
akárhogy,2,6,0,0,0,0,0
akárhol,2,6,0,0,0,0,0
akárhonnan,2,6,0,0,0,0,9
akárhonnét,2,6,0,0,0,0,9
akárhova,2,6,0,0,0,0,9
akárki,2,5,11,3,3,5,0
akárkicsoda,2,5,2,3,3,22,0
akármeddig,2,6,0,0,0,0,9
akármekkora,2,5,2,3,3,22,9
akármely,2,5,0,0,0,0,0
akármelyik,2,5,1,4,0,44,1
akármennyi,2,5,1,3,0,55,1
akármennyiedik,2,5,1,44,0,55,1
akármennyire,2,6,0,0,0,0,9
akármerre,2,6,0,0,0,0,9
akármerrôl,2,6,0,0,0,0,9
akármi,2,5,1,3,3,5,0
akármicsoda,2,5,2,3,3,2,0
akármicsodás,3,5,1,10,0,0,1
akármiféle,2,5,2,20,0,0,1
akármikor,2,6,0,0,0,0,0
akármilyen,2,5,1,33,44,0,9
akárminemű,3,5,1,3,0,0,1
akárminô,1,5,1,3,33,0,1
akármint,1,6,0,0,0,0,9
akarnok,1,2,1,2,2,1,1
akaródzik,1,0N1,40,10,0,0,1
akaszkodik,1,1,31,10,0,3,1
akaszt,1,1,14,10,0,1,1
akasztás,1,2,1,3,2,1,1
akasztó,1,32,1,3,3,2,1
akasztófa,2,2,2,3,3,2,2
akasztófahumor,3,2,1,3,2,1,2
akasztófáravaló,3,2,1,3,3,2,9
akasztófavirág,3,2,1,2,2,1,2
akasztós,1,3,1,10,0,0,1
akasztott,1,3,1,0,1,0,1
akcentus,1,2,1,3,2,1,8
akceptál,9,1,1,30,0,1,1
akció,1,2,1,3,3,2,8
akcióképes,2,3,1,20,0,0,1
akciós,1,3,1,0,1,0,1
aki,2,5,1,3,3,55,0
akként,1,56,0,0,0,0,9
akképpen,1,56,0,0,0,0,9
akklimatizál,9,1,1,30,0,1,1
akklimatizálódik,9,1,31,30,0,0,1
akkomodál,9,1,1,10,7,1,1
akkor,1,6,0,0,0,0,9
akkora,1,5,2,3,33,0,9
akkorára,1,6,0,0,0,0,9
akkord,1,2,1,2,2,2,0
akkord,1,2,1,2,2,2,0
akkordbér,2,2,1,3,4,4,0
akkordmunka,2,2,2,3,3,2,0
akkordrendszer,3,2,1,3,4,4,9
akkori,1,5,1,10,0,0,9
akkoriban,1,6,0,0,0,0,9
akkorka,1,5,2,3,3,0,9
akkoron,1,6,0,0,0,0,9
akkortájban,2,6,0,0,0,0,9
akkortájt,2,6,0,0,0,0,9
akkreditál,9,1,1,30,0,1,1
akkumuláció,9,2,1,3,3,2,8
akkumulál,9,1,1,10,0,1,1
akkumulátor,9,2,1,3,2,12,8
akkurátus,1,3,1,0,1,1,8
akna,1,2,2,3,3,2,0
akna,1,2,2,3,3,2,0
aknaharc,2,2,1,2,2,1,0
aknaharc,2,2,1,2,2,1,0
aknakutató,2,32,1,3,3,2,1
aknamezô,2,2,6,3,3,5,0
aknamunka,2,2,2,3,3,2,0
aknarakó,2,32,1,3,3,2,1
aknarobbanás,2,2,1,3,2,1,1
aknás,1,3,1,10,0,0,1
aknás,1,3,1,10,0,0,1
aknásít,1,1,12,30,0,1,1
aknász,1,2,1,3,2,1,1
aknász,1,2,1,3,2,1,1
aknaszedô,2,32,1,3,3,5,1
aknaszén,2,2,3,4,4,4,0
aknaszilánk,2,2,1,2,2,2,1
aknatalálat,2,2,1,2,2,1,1
aknatölcsér,2,2,1,3,4,4,1
aknatűz,2,2,1,4,4,4,0
aknatűz,2,2,1,4,4,4,0
aknavetô,2,23,1,3,3,5,1
aknáz,1,1,18,10,0,1,1
aknazár,2,2,1,1,1,1,0
akó,1,2,1,3,3,2,0
akol,1,2,5,2,2,1,0
akolófa,2,2,2,3,3,2,2
akolópálca,2,2,2,3,3,2,2
ákombákom,2,2,1,2,2,2,0
akona,1,2,2,3,3,2,0
ákontó,2,26,1,3,3,2,0
akós,1,3,1,10,0,0,1
ákovita,1,2,2,3,3,2,0
akóz,1,1,18,10,0,1,1
akörül,2,6,0,0,0,0,9
aközben,2,6,0,0,0,0,9
aközött,2,6,0,0,0,0,9
akríbia,1,2,2,3,3,2,8
akrobata,1,2,2,3,3,2,0
akromatikus,9,3,1,0,1,0,8
akrosztichon,9,2,1,3,2,2,0
akt,1,2,1,2,2,2,0
akta,1,2,2,3,3,2,0
aktahalmaz,2,2,1,3,2,1,0
aktatáska,2,2,2,3,3,2,0
aktatologatás,2,2,1,3,2,1,1
aktáz,1,1,18,10,0,0,1
aktfestô,2,2,1,3,3,5,1
aktív,1,3,1,0,1,1,8
aktíva,1,2,2,3,3,2,8
aktivista,1,2,2,3,3,2,1
aktivitás,1,2,1,3,0,1,8
aktivizál,1,1,1,30,3,1,1
aktivizmus,1,2,1,3,0,1,1
aktrajz,2,2,1,2,2,1,0
aktuális,1,3,1,0,1,1,8
aktualitás,1,2,1,3,2,1,8
aktualizálódik,1,MQ1,31,30,0,0,1
aktus,1,2,1,3,2,1,8
akusztika,1,2,2,3,3,2,8
akut,1,3,1,0,1,1,0
akvarell,1,2,1,3,4,5,0
akvarellfesték,2,2,1,4,4,4,1
akvarellfestô,2,2,1,3,3,5,1
akvarellista,1,2,2,3,3,2,1
akvárium,1,2,1,2,2,1,8
